PT,AU,TI,Z1,SO,S1,LA,DT,DE,ZK,Z5,AB,AK,Z4,RI,OI,U1,U2,PU,SN,PY,VL,IS,BP,EP,DI,EC,SC,UT,OA,HC,HP,DA,Column1
J,"Cho, Chansik",An Observation on the Public Relations of Public Libraries,공공도서관의 홍보에 관한 일 고찰,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; Library Management; Public Relation of Public Libraries; Linkage System; Organizational Communication,공공도서관; 도서관 경영; 공공도서관의 홍보; 연계시스템; 조직 커뮤니케이션,,"In order to reconstruct the concept on the public relations of public libraries, this study builds a theoretical background on the public relations of public libraries and tries to systemize the public relations of public libraries utilizing the Linkage System by Grunig & Hunt. Emphasizing the importance of the communication between the organization and its environment, Grunig & Hunt theoretically systemized the Linkage System of the organization. Adopting the Linkage System, this study tries to conceptualize the subjects, objects, directions, contents, and methods on the public relations of public libraries.","본 연구는 공공도서관의 홍보에 대한 개념을 고찰하고 재조명하기 위하여 공공도서관의 홍보에 대한 이론적 배경을 살펴본 후, Grunig & Hunt의 연계시스템(linkage system)을 활용해 공공도서관의 홍보를 체계화하고자 하였다. 일반적인 홍보에 있어서 조직과 환경과의 의사전달과 소통의 중요성을 강조하며 Grunig & Hunt는 조직의 연계시스템(linkage system)을 도식화하였는데, 공공도서관을 이러한 조직의 연계시스템의 적용함으로써 홍보의 주체와 홍보대상에 대한 설명을 개념화하고, 공공도서관 홍보의 방향과 내용, 그리고 홍보방법에 대한 이론적 고찰을 통하여 본 연구의 목적을 이루고자 하였다.",,,,0,0,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2010,21,4,5,15,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001513713,,,,2021-11-13,
J,"Bae, SoonJa",A Study on the Function of Regional Central Library andCollaborative Role for Community Public Library,지역대표도서관의 기능과 지역공공도서관과의협력역할에 관한 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Public Library; Public Library Cooperation; Community Public Library; Regional Central Library,공공도서관; 공공도서관협력; 지역공공도서관; 지역대표도서관,,"This study is to recognize the function of the regional central library`s role and to address its support to the community public libraries; such is one of the focuses of the revised library law. Through the mixed layer model, the regional central library can contribute to a better cooperation between the national central library and community public library in each region. Regional libraries, under the supervision of regional library service committee, can execute many local enterprises efficiently such as library informatization projects, the associative storage, the regional librarian education and the establishment of information commons through integrating the regional information.","본 연구는 개정도서관법에서 중시하는 지역대표도서관의 기능을 재인식하고 지역 공공도서관에 대한 지원과 협력적 역할을 논의하고자 하였다. 지역의 중앙관인 지역대표도서관의 효율적 역할을 위한 협력체계로는 혼합형모델을 통해 국가중앙관인 국립중앙도서관과 지역 단위도서관간의 상호협력을 도모하도록 한다. 지역 공공도서관에 대한 지원과 협력사업으로는 지역도서관서비스위원회를 통한 지역공공도서관의 정책공조를 기초로 하여, 도서관정보화사업 지원, 공동보존, 사서교육의 지역화 및 지역정보자료의 통합체제에 의한 인포메이션 커먼스 등을 핵심으로 한다.",,,,4,4,한국문헌정보학회,1225-598X,2008,42,3,45,59,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001280747,,,,2021-11-13,
J,"Kim, Young-Seok",A Study on the Operation and Services of Public Libraries in the U.K.,영국 공공도서관의 운영 및 서비스에 관한 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Public Libraries; Public Library Operation; Public Library Services; British Public Libraries; Friends of the Library,공공도서관; 공공도서관 운영; 공공도서관 서비스; 영국 공공도서관; 도서관의 친구,,"Following the Industrial Revolution, the United Kingdom achieved political, economic and social development earlier than other countries. The British people, who gained free time, wanted to have library services. Thus, the central government established the Public Libraries and Museums Act in 1850, which was the first in the world. The local government began to establish public libraries using tax income and provided free library services. At present, the operation and services of British public libraries have been developed and are exemplary, compared to South Korea and other developing countries. Thus, this study examined how the central and local governments in the U.K. developed their public library operations and services, and how they operate public libraries.","영국은 산업혁명을 통하여 다른 나라들 보다 일찍 정치․경제․사회적으로 발전하였고, 시민들의 생활이 여유로워지면서 도서관 서비스에 대한 요구가 발생하자, 1850년에 세계 최초로 국가차원의 도서관(및 박물관)법을 제정하여 세금으로 공공도서관을 건립하고, 무료 도서관 서비스를 제공하기 시작하였다. 현재도 영국의 공공도서관 운영 및 서비스는 우리나라를 포함하여 다른 개발도상국과 비교해서 발전되어 있고, 모범적이다. 이에 본 연구는 영국의 중앙 및 지방정부가 공공도서관 운영 및 서비스를 어떻게 발전시켜 왔고, 현재는 어떻게 운영하고 있는지를 조사하였다.",,,,1,5,한국문헌정보학회,1225-598X,2009,43,2,233,251,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001356737,,,,2021-11-13,
J,"Kim, Young-Seok",A Study on the Development of the Architecture of the Public Libraries in the U.K.,영국 공공도서관 건축의 발전 과정에 관한 연구,Journal of the Korean Biblia Society for Library and Information Science,한국비블리아학회지,Korean,research-article,Public Library; British Public Library; Public Library Architecture,공공도서관; 공공도서관 건축; 영국의 공공도서관,,"The British public library services could be provided earlier than other countries as a result of the Industrial Revolution which was started in the U.K. earlier than other countries. Britain has steadily been building public library infrastructure during the last 150 years and currently maintains the highest level of public library services and operation. Until the 20th century, each local government in Britain remodeled other buildings into libraries and adopted a small and simple form of library building to build more libraries and also to help the convenient use of library, while minimizing the cost of library construction. The construction of public libraries of local governments was supported by the Public Libraries(and Museums) Act enacted in 1850. Korea is in an effort to build more public libraries. The study suggests that a small and simple form of library building should be constructed in order to build more public libraries with minimum costs.","영국은 다른 나라들 보다 일찍 시작한 산업 혁명의 영향으로 공공도서관 서비스도 다른 나라들 보다 일찍 시작할 수 있었다. 그리고 지난 150여 년 동안 공공도서관 인프라 구축을 꾸준히 추진하여 현재까지도 세계 최고 수준을 유지하고 있다. 영국의 각 지자체는 1850년에 제정된 공공도서관법을 근거로 하여 시민들의 편리한 도서관 이용을 돕고, 건립비용을 최소화 하면서 많은 도서관을 건립하기 위하여 다른 용도의 건물을 리모델링하는 등 20세기 전까지는 단순한 형태의 소규모 도서관 건립을 시도하였다. 우리나라도 더 많은 공공도서관을 건립하기 위하여 노력하고 있는데, 건립비용을 최소화 하면서 더 많은 도서관을 건립하기 위해서는 소규모 이면서 단순한 형태의 도서관을 많이 건립할 필요가 있겠다.",,,,1,5,Journal Of The Korean Biblia Society For Library And Information Science,1229-2435,2009,20,3,115,128,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001381279,,,,2021-11-13,
J,"Cho, Chansik",A Study on the Specialization of the Public Libraries,공공도서관의 특성화에 관한 연구,Journal of the Korean Society for Information Management,정보관리학회지,Korean,research-article,library management; public library; public library management; library specialization; library services,도서관 경영; 공공도서관; 공공도서관 경영; 도서관 특성화; 도서관서비스,,"As social institution, the public libraries in changing social environment are required to adopt a more systematic and efficient managerial strategy, only to function properly and to achieve the given goal. In this context, the specialization of the public libraries means the provision of information and library services through differentiation and focus strategy, and should be realized for the efficient library management. In order to examine the specialization of the public libraries in Korea, this study builds the theoretical background of the specialization of the public libraries, looks into the current situation of the public libraries, investigates and analyzes the specialization of the public libraries in terms of information and library services, and suggests some recommendation for improvement. By so doing this study aims at enhancing our understanding of the specialization of the libraries as a whole.","사회적 기구로서 공공도서관이 변화하는 사회에서 제 기능을 다하고 주어진 목적을 이루기 위해서는 전통적이거나 관습적인 운영보다는 좀 더 체계적이고 효율적인 경영이 실현되어야 한다. 이런 맥락에서 공공도서관의 특성화 전략이란 공공도서관이 제공하는 자료와 서비스의 차별화와 집중화를 통한 운영 및 관리를 의미하며, 공공도서관의 효율적 경영을 위해 필수적으로 반영되어야 하는 것이다. 이에 본 논문은 공공도서관의 특성화를 살펴보기 위하여 먼저 우리나라 공공도서관의 발전과 현황을 살펴본 후 공공도서관의 특성화에 관한 이론적 배경을 바탕으로 우리나라 공공도서관의 서비스를 특성화란 관점에서 자료중심과 서비스중심으로 나누어 조사ㆍ분석하고, 이를 바탕으로 나타난 문제점과 개선방안을 살펴봄으로써, 공공도서관의 특성화, 나아가 도서관의 특성화 일반에 대한 이해의 증진에 일조하는데 그 목적이 있다.",,,,0,2,한국정보관리학회,1013-0799,2008,25,3,159,178,10.3743/KOSIM.2008.25.3.159,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001279850,Bronze,,,2021-11-13,
J,"Yoon, Hee; 오선경; 이재민",A Survey of Citizens' Perceptions on Public Libraries in Daegu Metropolitan City,대구 시민의 공공도서관 인식 조사연구,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Public library; Daegu public library; Library policy; Citizens' perceptions survey,공공도서관; 대구 공공도서관; 공공도서관 정책; 시민 의식조사,,"Regardless of area, public libraries should establish its status as the knowledge and information service center, cultural enjoyment and lifelong learning space in close contact with everyday life. To do this, it is necessary to survey the citizen's perception of the public library. In this study, researchers investigated and analyzed the perception of Daegu citizens including the weight and importance of public libraries, library use status and reasons for non-use, reading program participation and reasons for non-participation, and regions that require new library facilities. Based on these results, researchers suggested the measures to strengthen the infrastructure of public library and to increase its use in conjunction with other relevant data, that is, domestic and international researches, related laws, national reading survey, national cultural infrastructure overview, Daegu citizen survey, Daegu city brand perception survey, and the status of public libraries in national and Daegu Metropolitan City.","어느 지역이든 공공도서관이 생활밀착형 지식정보서비스 기관, 문화향유 및 평생학습 공간으로 자리매김하려면 서비스 대상인구에 대한 인식조사가 선행되어야 한다. 이에 본 연구는 대구 시민을 대상으로 설문조사 방식을 적용하여 공공도서관의 비중과 중요성, 이용실태와 비이용 이유, 독서프로그램 참여 및 비참여 이유, 도서관 확충(신설) 요망 지역 등에 대한 인식을 조사Â·분석하였다. 이를 바탕으로 국내외 관련 연구, 관계법령, 국민 독서실태조사, 전국문화기반시설 총람, 대구시민 의식조사, 대구 도시브랜드 시민의식 조사, 광역시도 및 대구시 기초자치단체의 공공도서관 현황 등과 비교하여 대구시 공공도서관의 인프라 충실화 및 이용제고 방안을 제시하였다.",,,,0,1,Korean Library And Information Science Society,2466-2542,2016,47,2,99,124,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002122156,,,,2021-11-13,
J,"Bok, Lee Sang; Park, Ok Nam; Bae, Kyung-Jae; 류주현",Future Development for Public Libraries in Office of Education- Focusing on Public Libraries in Gyeonggi Provincial Office of Education,교육청 공공도서관 발전방안에 대한 연구- 경기도교육청 공공도서관을 중심으로,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Public libraries; Public library model; School libraries; Office of education; Creative and intellectual framework,공공도서관; 공공도서관 모형; 학교도서관; 교육청; 창의지성,,"The purpose of this research is to develop the model for public libraries in Kyeonggi provincial office of education. The study discusses identities and development strategies for public libraries. The study investigates the current status of public libraries as well as cooperative systems between public and school libraries. The study suggests education - centric paradigm, differentiation between school library support and lifelong education, establishment of council by provincial office of education, and space changes for public libraries within the creative and intellectual framework. The study shares thoughts on identities of public libraries in provincial office of education, and will be utilized as the model for future development for public libraries in other provincial office of education.","본 연구는 경기도교육청 공공도서관 정체성 확립 및 발전방안을 논의하고 이를 통해 교육특화형 공공도서관으로의 모형개발을 수립하고자 한다. 이를 위해 경기도교육청 도서관의 운영현황 및 학교도서관 지원체계를 분석하고 연구결과로 교육중심의 패러다임 전환, 학교도서관 지원과 평생교육영역의 구분 및 확대, 지역교육청 중심의 협의체 구성 및 역할정립, 공공도서관의 창의지성교육 공간으로의 변화를 제시하였다. 본 연구는 교육청과 지자체 소속 공공도서관의 정체성에 대한 고민을 제시하고, 다른 지역 교육청 소속 공공도서관의 발전모형을 제시하는 데 활용될 수 있을 것이다.",,,,0,2,Korean Library And Information Science Society,2466-2542,2013,44,3,183,209,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001806390,,,,2021-11-13,
J,"Cho, Chansik; Ah, Cho Mi; Oh, Ji-Eun; Oh, Su-Jin; Kim, Won-Jin",A Study on the Volunteer Activity Management of Public Libraries,공공도서관 자원봉사 운영 실태 조사 및 활성화 방안,Journal of the Korean Society for Information Management,정보관리학회지,Korean,research-article,public library; voluntary activity; library voluntary activity; library management; public library resources management,공공도서관; 자원봉사; 공공도서관 자원봉사; 공공도서관 경영; 공공도서관 자원관리,,"As the volunteer activity has become universal, volunteers of public libraries have also grown both quantitatively and qualitatively. In this context, this study builds a theoretical background on the volunteer activity of public libraries; examines the volunteer activity management of public libraries using survey method including its planning, personal management and administration; and suggests some recommendations to promote the voluntary activity of public libraries. By so doing, this study aims at enhancing our understanding on the volunteer activity management of public libraries.","사회가 발전하면서 자원봉사는 보편화되어 가고 있으며, 공공도서관 자원봉사도 양적, 질적 증가를 보이고 있다. 이에 본 논문은 공공도서관 자원봉사의 운영과 관리 실태를 분석하고 공공도서관 자원봉사의 활성화를 도모하기 위하여, 먼저 공공도서관 자원봉사에 대한 이론적 배경을 살펴본 후, 설문조사를 통하여 현재 우리나라 공공도서관 자원봉사의 운영과 관리 실태를 기획부문, 자원봉사자 관리부문, 행정부문으로 나누어 조사하고, 이를 바탕으로 공공도서관 자원봉사의 활성화 방안과 전망을 제시함으로써 도서관 자원봉사의 운영 및 관리에 대한 이해 증진에 일조함에 그 목적이 있다.",,,,0,5,한국정보관리학회,1013-0799,2009,26,4,201,225,10.3743/KOSIM.2009.26.4.201,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001405806,Bronze,,,2021-11-13,
J,"Kim, Young-Seok",A Study on the Effective Enhancement of the Public Library Infrastructure in Korea,우리나라의 효율적인 공공도서관 확충 방안 연구,Journal of Korean Library and Information Science Society,한국도서관Â·정보학회지,Korean,research-article,Public Library; Small Library; British Public Library; Public Library Infrastructure,공공도서관; 작은도서관; 영국의 공공도서관; 공공도서관 인프라스트럭처,,"The number of public libraries in Korea has been dramatically increased over the last 40 years, since the first Korean Libraries Act was passed in 1963. However, the public library infrastructure is still inadequate and there is a big difference between the number of public libraries in Korea and western countries. This result proves that Korea's method of enhancing its public library infrastructure has not been effective. Therefore, this study suggests the building of small, rather than large, public libraries as a more effective means of enhancing the public library infrastructure in Korea - the method adopted in Great Britain.","우리나라의 공공도서관 수는 최초의 ‘도서관법’이 제정된 이후 지난 40년간 큰 폭으로 증가하였다. 그러나 이러한 증가에도 불구하고 공공도서관 시설은 선진국과 비교해 보면 여전히 많은 차이가 나고 또 절대적으로 크게 부족하다. 이러한 결과는 지금까지 추진해 왔던 대규모 형태의 공공도서관 건립 방식이 도서관을 확충하는데 효율적이지 못하다는 것을 증명한다. 따라서 우리나라의 공공도서관을 짧은 시간 내에 획기적으로 확충하기 위해서는 영국의 경우처럼 작은 공공도서관을 건립하는 방법을 채택하여야 한다. 즉, 몇 개의 큰 공공도서관을 건립하는 방식을 탈피하여 큰 도서관을 건립할 비용을 쪼개어 여러 개의 작은 도서관을 건립운영하도록 한다.",,,,0,1,Korean Library And Information Science Society,2466-2542,2007,38,1,29,48,,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART001048768,,,,2021-11-13,
J,"Oh, Ji Eun; JEONGDONGYOUL",A Study on Developing of a Leadership Competency Model for Public Library Directors,공공도서관장의 리더십 역량모델 개발에 관한 연구,Journal of the Korean Library and Information Science Society,한국문헌정보학회지,Korean,research-article,Public Library; Public Library Director; Leadership of Public Library Director; Competency of Public Library Director; Leadership Competency Model for Public Library Director,공공도서관; 공공도서관장; 공공도서관장 리더십; 공공도서관장 역량; 공공도서관장 리더십 역량모델,,"The purpose of this study was to develop a leadership competency model for Korean public library directors which could help the progress of public libraries. Complex methods like contents analysis of precedent studies, FGI with high performers, survey to librarians and directors of public libraries which were affiliated to Seoul Metropolitan Government and validation by specialists were used for this study. As a result, a leadership competency model for Korean public library directors which consists of the 19 components was developed and this model can be used as the criteria for improvement of the leadership competencies of Korean public library directors.","본 연구는 성공적인 공공도서관 운영을 위한 공공도서관장의 리더십 역량모델 개발을 목적으로 하였다. 이를 위하여 본 연구에서는 문헌연구를 통한 내용분석법, 우수성과자로 구성된 포커스그룹 인터뷰, 서울특별시 자치단체 소속 공공도서관의 관장 및 사서를 대상으로 한 설문조사와 전문가를 통한 타당성 검증 등의 복합적인 연구방법을 사용하였다. 본 연구의 결과로 19개 요소로 구성된 국내 공공도서관장 리더십 역량모델을 개발하였으며, 이는 향후 공공도서관장 리더십 역량개발 및 강화를 위한 근거로 활용될 수 있다.",,,,0,3,한국문헌정보학회,1225-598X,2016,50,3,25,52,10.4275/KSLIS.2016.50.3.025,Library and Information Science,Information Science & Library Science (provided by Clarivate Analytics),KJD:ART002141454,gold,,,2021-11-13,
