author,title,publisher,keyword,abs,publish_year
"Stauffer, Suzanne M.",In their own image: The public library collection as a reflection of its donors,LIBRARIES & THE CULTURAL RECORD,,"Early library boards espoused the positive effects of socially beneficial and culturally substantive knowledge. The Ogden (Utah) Carnegie Free Library board was no exception. However, when the library opened in 1903, it included a large number of donated materials that reflected a library mission beyond education and self-improvement. Ogden's community and social leaders, many of whom were library board members, donated a wide range of material, creating a public library that responded to and reflected the community's needs and interests, not merely those expressed in public statements and official documents. This information yields insights into the donors' views of the broad role of the public library in the community as well as their desire to establish an individual, ethnic, religious, and political presence in the communal institution of the library.",2007
"Bonnici, Laurie J.; Ma, Jinxuan",Public Library Engagement in Diffusing a Planned Community Health Initiative: A Dual Case Study,PUBLIC LIBRARY QUARTERLY,Community health initiative; library community engagement; informational support; information diffusion; information nudge,"Social determinants of health beckon partnerships to empower citizens to make healthy choices. This dual case study explores the roles of public library engagement in a planned community health initiative known as the Blue Zones (BZ) project. Two cases were examined through interviews, facility environmental scans, and passive footprinting. Results indicate a potential library role in promotion and support for community health initiatives. Findings reveal a need to increase librarians' awareness of social responsibilities beyond perceived professional boundaries, proactively collaborating with community agencies, and promoting community health initiatives through enhanced information access.",2019
"Visser, Marijke; Ball, Mary Alice",The Middle Mile: The Role of the Public Library in Ensuring Access to Broadband,INFORMATION TECHNOLOGY AND LIBRARIES,,"This paper discusses the role of the public library in ensuring access to the broadband communication that is so critical in today's knowledge-based society. It examines the culture of information in 2010, and then asks what it means if individuals are online or not. The paper also explores current issues surrounding telecommunications and policy, and finally seeks to understand the role of the library in this highly technological, perpetually connected world.",2010
"Copeland, Andrea J.; Barreau, Deborah",Helping People to Manage and Share Their Digital Information: A Role for Public Libraries,LIBRARY TRENDS,,"As As a cultural institution, the public library is charged with providing resources and services that fit the needs of a particular community and, if space and budgets allow, of serving as a resource and repository of the community's past. To fulfill its mission to the public, the library must attract that public by offering materials and providing opportunities for them to pursue their unique and varied interests and discover new things. By engaging individuals in the identification and preservation of their own personal, digital objects, it may be possible to increase awareness in, and commitment to, community repositories that reflect a community's diversity and that will serve all. A user education program that focuses on the importance of identifying and preserving the information and artifacts that are important, that addresses the technical aspects of preservation, and that creates awareness of the benefits and challenges associated with sharing personal information can result in a community repository that ultimately has more value for both the individual and the community.",2011
"Panchyshyn, Roman S.; Lambert, Frank P.; McCutcheon, Sevim",Resource Description and Access Adoption and Implementation in Public Libraries in the United States,LIBRARY RESOURCES & TECHNICAL SERVICES,,"This study surveyed the current state of knowledge about, and application or use of, Resource Description and Access (RDA) among American public library catalogers. In 2017, an online survey request was e-mailed to four thousand libraries for the person or persons most responsible for cataloging to complete the questionnaire. More than three hundred libraries responded. The data expose serious concerns with RDA adoption within the public library sector. While a majority of catalogers know about RDA, their working knowledge about it differs substantially depending on whether they work in rural or urban library settings. Regardless, 22 percent of respondants still had not heard of the RDA standard until completing this survey. While further training and educational opportunities (along with funds) for catalogers nationwide would help minimize this disparity, LIS schools also can play a role by educating more thoroughly the next generations of catalogers in this newer descriptive standard. Coming on the brink of a shift in the theoretical framework of the RDA standard, from the Functional Requirements for Bibliographic Records (FRBR) model to the IFLA Library Reference Model (LRM), public library catalogers risk falling even farther behind in their knowledge and compitency with the RDA standard.",2019
"Fitzpatrick, Elizabeth B.",The public library as instrument of colonialism: The case of the Netherlands East Indies,LIBRARIES & THE CULTURAL RECORD,,"Between 1918 and 1926, fully 2,500 public libraries were established by the government of the Netherlands East Indies colony, mostly in towns and villages throughout the huge archipelago that became present-day Indonesia. Though popular with newly literate local people, the material in the libraries was designed to inculcate Western values and further the colonial Situation. I will describe the historical and literary setting of this phenomenon. My analysis includes a close reading of remarks made by one of the responsible agency's longtime directors.",2008
"Varheim, Andreas; Skare, Roswitha; Lenstra, Noah","Examining libraries as public sphere institutions: Mapping questions, methods, theories, findings, and research gaps",LIBRARY & INFORMATION SCIENCE RESEARCH,,"It is common in the literature to see libraries characterized as public sphere institutions, but the exact processes by which libraries support and engage in the public sphere remain under-explored. Based on a systematic review of the research literature on libraries as public sphere institutions, this study maps the questions, methods, theories, and findings of those scholars and librarians who have examined this topic. This research finds that discussions of libraries as public sphere institutions orient around five themes: Community, management and funding, institutional structures and practices, new tools and services, and knowledge organization. Compared to existing research, more focused and stringent research designs are necessary to enhance the understanding of libraries as public sphere institutions. A focused research program can create theoretical and actionable knowledge for knowledge-based policies, strategies, and activities at the international, federal, state, and community levels.",2019
"Oh, Michelle J.; Harris, Robin J.; Wallis, Lisa C.",Proclaiming Library Worth in a Program Prioritization Process at a Mid-Sized Public University,JOURNAL OF LIBRARY ADMINISTRATION,Assessment; staff development; staff engagement; program prioritization,"In an economic climate when colleges can no longer presume that legislators see institutions of higher learning as tacit public goods, institutions around the country are facing budget cuts. This article presents a case study of the experience of a mid-sized public state university and its Library in a budget crisis undergoing a university-wide program prioritization process. The authors review the process of writing three reports on the Library's value, along with the approach to engaging staff in the process including a retreat. This article raises questions about what every library should consider assessing and provide tools for libraries navigating similar terrain.",2020
"Stevens, Gregg A.",Curry's Study on the Quality of Public Library Reference Service to LGBTQ Youth,EVIDENCE BASED LIBRARY AND INFORMATION PRACTICE,,"Objective - To assess the quality of service provided by reference staff in public libraries when presented with a request for LGBTQ information by a young person. Design - Unobtrusive observation without informed consent. Setting - Public library branches in the greater Vancouver area, British Columbia, Canada. Subjects Reference librarians. Methods - A 19-year-old posing as a high school student approached reference desk staff at 20 public library branches. The student proxy, Angela, was instructed to ask for books on forming a gay-straight alliance at her school and, if there was a full reference interview, to also ask for recommendations of novels that the group might read. She recorded the reactions, both verbal and nonverbal, using Reference and User Services Association guidelines as a template. Library administrators were aware of the potential visits and permitted the research, but the reference desk staff were not aware of a potential visit by the student proxy. The researcher claimed that her method, while deceptive, was necessary to obtain authentic reactions from the library staff. Main Results - Most reference librarians approached by Angela made adequate attempts to assist her, although a few library staff reacted negatively to her query. Half of the librarians reacted positively to the patron's request, with most of the others providing neutral responses. Very few of the librarians actually taught the patron how to use the library's catalog to search for materials, and most of the librarians were unable to find appropriate materials due to not knowing the appropriate search terms. Only three library staff showed overt disapproval of the search topic, such as frowning or rushing to finish the reference interview quickly, with most remaining objective or supportive. Because of the service she received, Angela stated that eight of the 20 libraries were welcoming enough that she thought she would return. Conclusion - The wide range of responses received by Angela indicated that there was room for improvement in educating public library staff on gay and lesbian issues and materials, especially for gay and lesbian youth.",2018
"Kevane, Michael; Sundstrom, William A.","The Development of Public Libraries in the United States, 1870-1930: A Quantitative Assessment",INFORMATION & CULTURE,,"The period 1870-1930 witnessed the emergence of the local public library as a widespread and enduring American institution. We document the expansion of public libraries in the United States using data drawn from library surveys conducted by the federal Bureau of Education. We then review causal accounts for that expansion. Exploiting cross-state and temporal variation in the data, we use statistical techniques to assess a number of plausible demand-and-supply factors affecting the pace of library development. Social and economic variables in the analysis include state income or wealth, urbanization, ethnic composition, and gender ratios. We also examine the effect of institutional innovations, such as state library commissions and library associations, that likely affected the establishment of public libraries. We confirm that library expansion was robustly related to urbanization and greater ethnic (immigrant) diversity and to institutional innovations and that it was greatly delayed in southern states.",2014
"Hughes-Hassell, S; Miller, ET",Public library Websites for young adults: Meeting the needs of today's teens online,LIBRARY & INFORMATION SCIENCE RESEARCH,,"This article probes the motivation of librarians to develop public library Websites for young adults. What young adult information needs did they target? Were teenagers involved in creating and updating the site? How was the site promoted to teenagers? What barriers had to be overcome in the creation and maintenance of the site? Connections are drawn between the findings of this study and research about teens and their Internet use. Related implications for Website development are discussed, with an emphasis on the need for librarians to not only acknowledge teens' developmental needs but to take into consideration their expectations of Web technologies. (C) 2003 Elsevier Inc. All rights reserved.",2003
"Woodward, Eddie",Overqualified: Changing the Culture of Hiring Practices in a Public Library Special Collections Department,PUBLIC LIBRARY QUARTERLY,Education; professional education; special collections; staff development; staffing; students; training,"All too often, applicants for low level paraprofessional positions in libraries are passed over or rejected, not because they are not qualified, but because they have professional experience or advanced degrees. The rationale behind these decisions is that the staff member in a low level position will continue to look for a better position more aligned with their skills, experience, and education; and when they find another job they will leave and their positions will have to be filled again. This essay argues that this reasoning is flawed and, regardless of the perceived inconvenience, library managers and administrators should want the best and the brightest working in all levels of their library.",2016
"Jaeger, Paul T.; Greene, Natalie N.; Bertot, John Carlo; Perkins, Natalie; Wahl, Emily E.","The co-evolution of e-government and public libraries: Technologies, access, education, and partnerships",LIBRARY & INFORMATION SCIENCE RESEARCH,,"While many studies have discussed the impacts of electronic government (e-government) on public libraries, little research has considered the extent to which the current federal government's implementation of e-government relies on the public technology access, training, and support provided by public libraries. A range of data and policy materials are drawn upon in order to illuminate the co-evolution of public libraries and e-government. Beginning with a discussion of the development of e-government and its impacts in public libraries, the access, goals, and challenges of e-government are detailed as they relate to libraries, and the areas in which current implementations of e-government would not be possible without public libraries. Based on the explorations of the co-evolution of e-government and public libraries, key policy issues are offered that require reconceptualization in order to better support the interrelationship between e-government and public libraries. (C) 2012 Elsevier Inc. All rights reserved.",2012
"Williams, Rachel D.; Willett, Rebekah",Makerspaces and boundary work: the role of librarians as educators in public library makerspaces,JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,Boundary theory; communities of practice; learning; librarian roles; makerspaces; public librarianship,"This article explores public librarians' performance of boundary work in relation to teaching and learning in library makerspaces. Boundary work occurs when individuals delineate their domain of knowledge. We use interviews with 23 library staff to analyze the forms and characteristics of boundary work connected with the role of libraries and librarians in makerspace programming. Our findings show that public librarians perform boundary work in relation to the roles of (1) libraries as spaces for book-based and maker-based experiences, (2) librarians as information specialists and educators, and (3) libraries as spaces to access individual and social resources for learning. The forms and characteristics of boundary work include coordination, identification, justification, reflection, and change.",2019
"Passet, Joanne E.","Hidden in Plain Sight: Gay and Lesbian Books in Midwestern Public Libraries, 1900-1969",LIBRARY TRENDS,,"This essay examines the collections of five rural midwestern public libraries to assess the presence of books with gay and lesbian content in the pre-Stonewall era. It considers how reviewers writing for standard library review sources (A.L.A. Catalog, Book list, and H. W. Wilson's Fiction Catalog) described these works. Throughout the first six decades of the twentieth century, most gay and lesbian titles remained as closeted in the review sources as did the readers who sought them. Professional training contributed to a librarian's willingness to consider the purchase of such titles, but larger cultural factors shaped the context in which librarians and reviewers worked. While there may have been some intentional efforts to prevent such works from being reviewed, other factors kept books from the shelves, including the privately printed nature of some works, a library's practice of purchasing hardcover rather than paperback books, and the invisibility of gay and lesbian content to heterosexual reviewers. Thus, only the most sensational titles or the most innocuous works tended to find their way to the library's shelves.",2012
"Teasdale, Rebecca M.","Defining success for a public library makerspace: Implications of participant-defined, individualized evaluative criteria",LIBRARY & INFORMATION SCIENCE RESEARCH,,"Public libraries are increasingly investing in makerspaces and seeking to evaluate their offerings. Defining success is the first step of the evaluation process yet proves difficult due to the heterogeneity of making participants and purposes and the individualized, self-directed nature of makerspace participation. This study identified and compared seven evaluative criteria that represented participants' and library definitions of success for one public library makerspace. Findings revealed that at least one criterion drawn from library objectives was relevant for each participant in the sample, yet none of the seven criteria was relevant for every participant. In an evaluation, drawing criteria exclusively from library objectives and/or applying criteria uniformly could underestimate the benefits of the makerspace. Drawing criteria from both library and participant perspectives and using individualized criteria that vary across the population could yield an assessment that reflects the breadth of purposes and benefits associated with the makerspace.",2020
"Xie, Bo; Bugg, Julie M.",Public library computer training for older adults to access high-quality Internet health information,LIBRARY & INFORMATION SCIENCE RESEARCH,,"An innovative experiment to develop and evaluate a public library computer training program to teach older adults to access and use high-quality Internet health information involved a productive collaboration among public libraries, the National Institute on Aging and the National Library of Medicine of the National Institutes of Health (NIH), and a Library and Information Science (US) academic program at a state university. One hundred and thirty-one older adults aged 54-89 participated in the study between September 2007 and July 2008. Key findings include: a) participants had overwhelmingly positive perceptions of the training program; b) after learning about two NIH websites (http://nihseniorhealth.gov and http://medlineplus.gov) from the training. many participants started using these online resources to find high-quality health and medical information and, further, to guide their decision making regarding a health- or medically-related matter; and c) computer anxiety significantly decreased (p<.001) while computer interest and efficacy significantly increased (p=.001 and p<.001, respectively) from pre- to post-training, suggesting statistically significant improvements in computer attitudes between pre- and post-training. The findings have implications for public libraries, LIS academic programs, and other organizations interested in providing similar programs in their communities. (C) 2009 Elsevier Inc. All rights reserved.",2009
"Kong, Richard; Marek, Kate",Case Study: Dominican University School of Information Studies and Skokie Public Library Internship Partnership,LIBRARY TRENDS,,"Richard Kong, the director of the Skokie Public Library (SPL), and Kate Marek, the dean of Dominican's School of Information Studies (SOIS), found that a shared commitment to practice-based learning (PBL) in an MLIS degree program could provide the basis of an innovative practical experience beyond a traditional three-credit-hour practicum course. In academic year 2014-2015, the two organizations launched a partnership in which students in Dominican's SOIS have an opportunity to participate in a year-long immersive internship program at Skokie Public Library, gaining invaluable professional experience in a PBL model for library and information science. In this article, Kong and Marek discuss the inception of the Skokie Public Library (SPL)-Dominican SOIS partnership, its planning, design, and implementation, the results of preliminary evaluations, and some comments from current and past participants.",2017
"White, Cody",Rising from the Ashes: The Impact of Proposition 13 on Public Libraries in California,LIBRARIES & THE CULTURAL RECORD,,"In 1978 Howard Jarvis was the driving force behind California's Proposition 13, a direct ballot initiative that sought to reform the state's property tax system. Officially titled the People's Initiative to Limit Property Taxation, Proposition 13 passed on June 6 of that year and not only immediately cut property tax rates but also limited further increases within the state. As property taxes were and still are a primary source of funding for many public libraries, California librarians in the ensuing years struggled to maintain facilities, staff, and collections in the wake of the cuts. Librarians were also forced to expand their advocacy role in order to better quantify and convey the value of libraries to the public at large.",2011
"Kibirige, HM","Internet access in public libraries: Results of an end user targeted pilot study, 1997-2000",INFORMATION TECHNOLOGY AND LIBRARIES,,"For ages, the public library has championed the general public's right to information. According to Johnson and Harris the purpose of the public library in the western world has been to act as a guardian of the people's right to knout.(1) This philosophy pervaded the second half of the twentieth century and is implicitly currently upheld by the ALA Library Bill of Rights. The 1999 United States Department of Commerce Report on the use of technology in the United States, titled Falling Through the Net III: Defining the Digital Divide (http://purl.access.gpo.gov/GPO/LPS3064), made significant revelations on Internet access.' According to the report, 42 percent of American households own computers but only 25 percent of all U.S. households are connected to the Internet. Such statistics make the public library an important access point to Nle information superhighway, since a sizeable number of the U.S. population does not have access from their homes.",2001
"Gillaspy, ML",Factors affecting the provision of consumer health information in public libraries: The last five years,LIBRARY TRENDS,,BETWEEN 2000 AND 2005 SEVERAL CHANCES have created an impact on libraries that provide consumer health information to the public. They include increased Internet connectivity; quality and amount of consumer health information available; realization that American lifestyles are leading to health problems; maturation of the consumer health movement and greater acceptance of it among health care professionals; emphasis on health literacy; and September 11th. Some changes were notable in 2000 but remain issues for providers of consumer health information. They include the number of health news items available in all media; the aging baby boomers and their impact on health care financing; less time for physicians and nurses to provide health information and patient education during regular office visits; and the popularity of complementary therapies. The impact of these issues on the provision of health information in U.S. public libraries is discussed.,2005
"Glusker, Ann",Urban Public Libraries Do Not Yet Meet Benchmarks for Web Accessibility by Individuals with Disabilities,EVIDENCE BASED LIBRARY AND INFORMATION PRACTICE,,"Objective - To determine the extent to which urban public libraries in the United States of America provide web sites which are readily accessible to individuals with disabilities with reference to the Urban Library Council's EDGE initiative (specifically Benchmark 11, Technology Inclusiveness). Design - Web site evaluation. Setting - Urban public libraries in the United States of America. Subjects - The 127 library systems, which were both members of the Urban Libraries Council at the time of the study and located in the United States of America. Methods - Using the everyday life information seeking conceptual framework, an assessment of each of the web sites of the purposive sample of public library systems was performed by an online evaluation tool as well as visually and physically to determine web accessibility and, by extension, technology inclusiveness. Main Results - The results of the online accessibility evaluation tool revealed that not one of the sites surveyed was free of errors or alerts. Contrast errors (related to color combinations), missing alternative text (providing text alternatives for visual elements), and missing form labels (thereby preventing screen readers from performing searches and navigating to results) were the most common problems. Results of visual and physical scans revealed that many sites lacked specific links and/or resources for persons with disabilities, as well as noting that the resources available used oblique language and required many clicks to access. In addition, the vast majority neglected to feature links to national resources such as the National Library Service for the Blind and Physically Handicapped. Conclusions - The web sites of urban public libraries are not yet completely accessible for persons with disabilities. At the very least they need coding fixes and ongoing maintenance to address the kinds of issues found by the online web evaluation tool used. In addition, resources for disabled persons should be prominently and clearly linked and promoted. Further research is called for, both in non-urban library systems and in testing a wider range of access technologies. Improvement efforts should acknowledge that web design that improves access for persons with disabilities serves the broader community as well.",2015
"Real, Brian; McDermott, Abigail J.; Bertot, John Carlo; Jaeger, Paul T.","Digital Inclusion and the Affordable Care Act: Public Libraries, Politics, Policy, and Enrollment in Obamacare",PUBLIC LIBRARY QUARTERLY,digital inclusion; digital divide; Affordable Care Act; government information; health information,"The period of enrollment in the Affordable Care Act (ACA), also known as Obamacare, positioned public libraries as a primary place for enrollment for individuals lacking sufficient levels of access or literacy to enroll on their own. Inclusion also thrust public libraries into the middle of a significant political and policy fray about the appropriateness and content of the law that encompassed national, state, and local politics. Building on the data from a national survey of the digital inclusion roles of public libraries, this article examines the health literacy and inclusion roles and initiatives of public libraries within the highly politicized context of health care following the passage of the ACA.",2015
"Flaherty, Mary Grace",From Google to MedlinePlus: The wide range of authoritative health information provision in public libraries,LIBRARY & INFORMATION SCIENCE RESEARCH,,"Public library staff throughout the United States are providing assistance on a variety of health topics. To better understand health information provision in this setting, unobtrusive visits were completed in a total of 73 randomly selected sites in three different states. The query, Do vaccines cause autism? was posed to library staff. In 59% of encounters, material provided did not answer the question. In more than half of visits, public library staff referred to the libraries' print collections, and 69% of the time when print was provided it did not answer the question or it addressed the question with information contradictory to prevailing medical evidence. Referral was made to electronic resources in a quarter of visits, with answers ranging from Just Google it to MedlinePlus is my favorite go-to. When staff referred to or used electronic resources, authoritative medical information on the topic was supplied 79% of the time. It appears that there was no standardization on handling health queries in most libraries that were visited. Given public libraries are trusted institutions providing community access to health information, it is imperative that staff are using appropriate health information tools which are readily and freely available. (C) 2016 Elsevier Inc. All rights reserved.",2016
"Jaeger, Paul T.; Bertot, John Carlo; McClure, Charles R.; Rodriguez, Miranda","Public libraries and Internet access across the United States: A comparison by State, 2004-2006",INFORMATION TECHNOLOGY AND LIBRARIES,,"Drawing upon findings from a national survey of U.S. public libraries, this paper examines trends in Internet and public computing access in public libraries across states from 2004 to 2006. Based on library-supplied information about levels and types of Internet and public computing access, the authors offer insights into the network-based content and services that public libraries provide. Examining data from 2004 to 2006 reveals trends and accomplishments in certain states and geographic regions. This paper details and discusses the data, identifies and analyzes issues related to Internet access, and suggests areas for future research.",2007
"Rubenstein, Ellen L.",I Want to Provide Patrons with Good Information: Public Library Staff as Health Information Facilitators,LIBRARY QUARTERLY,,"This study examined how public libraries and library staff in two systems in a midwestern state provide health information, particularly because of the state's low health ranking. This article focuses on a subset of the study's findings, highlighting staff preparedness to offer health information, perceptions about health literacy, and the role of the Medical Library Association's consumer health information specialist (CHIS) certification in contributing to knowledge and understanding of health information issues. I interviewed 38 public library staff and received background information from four other individuals with knowledge of health information access in the state. Qualitative analysis indicated that library staff exhibited varying abilities and knowledge about health information and health literacy. Librarians with CHIS certification, provided in one system, were more comfortable with health information sources and services than others, as were their colleagues. Public libraries should consider providing more health information training to address the needs of their communities.",2018
"Hays, Anne",Zine Authors' Attitudes about Inclusion in Public and Academic Library Collections: A Survey-Based Study,LIBRARY QUARTERLY,,"Zine collections are becoming an increasingly popular addition to public and academic library holdings. Although academics have made strong arguments for the value of zines' inclusion as part of our cultural heritage, current research does not focus on zine authors' perspectives. How do the zine writers themselves feel about having their workwhich is often highly personalcollected, shared, and sometimes circulated in the public and academic library sphere? This study will report the findings of a survey designed to uncover zine authors' attitudes about having their works collected, shared, and circulatedin academic libraries, public libraries, and institutionally affiliated archival collections across the United States.",2018
"Bertot, John Carlo; Real, Brian; Jaeger, Paul T.",Public Libraries Building Digital Inclusive Communities: Data and Findings from the 2013 Digital Inclusion Survey,LIBRARY QUARTERLY,,"This article presents key data, findings, and analysis from the 2013 Digital Inclusion Survey, which is a national study of the ways in which public libraries promote digital inclusion in their communities. Survey questions addressed the provision of various public access technologies and infrastructure, educational efforts and training offerings related to technology use, and assistance of patrons with specific areas that are of interest to the community, such as employment, civic engagement, and government services. Survey results demonstrate the myriad ways in which public libraries prioritize their roles in promoting digital inclusion and view digital inclusion efforts as central to their missions to serve their communities. This article explores the successes and challenges that public libraries encounter in their efforts to build digitally inclusive communities.",2016
"Gorichanaz, Tim; Turner, Deborah",All the Community's a Stage: The Public Library's Part in Community Information Provision,LIBRARY QUARTERLY,,"Community information is indispensable for modern life, but access to it remains challenging for many people. Historically, public libraries have been central in providing formal community information, but today such information provision is accomplished largely by informal networks of community service agencies. Thus, the role and the value of the public library in community information provision seem unclear. We find an analogy to this situation in design theorist Christopher Alexander's conceptualization of planned versus natural cities, and we bring this to bear on an ongoing study of public library service provision to the urban poor. This work reveals implications and recommendations for the public library's unfolding role in community information provision: public libraries may no longer be needed to provide formal community information, but they can engage as information shepherds with local community service agencies in informal community information provision.",2017
"Fyffe, RC; Shulenburger, DE",Economics as if science mattered: the BioOne business model and the transformation of scholarly publishing,LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,scholarly communication; electronic publishing; scholarly societies; library budgets; BioOne; public good economics,"The BioOne database of scholarly journals in the biological and ecological sciences was established in the belief that broad and enduring access to scholarly literature is essential not just to the health of the scientific enterprise but also to the health of the wider society in which science is practiced. The prevailing model of profit-based journal publishing - in which high prices are impeding access - is harming the interests of the very scientists who provide its life-blood. The BioOne business model seeks to meet the interlocking goals of providing broad and enduring access. supporting the publishing enterprise of scholarly societies, and assuring that BioOne will keep pace with changes in technology and scientific communication. (C) 2002 Elsevier Science Ltd. All rights reserved.",2002
"Lakind, Alexandra; Willett, Rebekah; Halverson, Erica Rosenfeld",Democratizing the Maker Movement A Case Study of One Public Library System's Makerspace Program,REFERENCE & USER SERVICES QUARTERLY,,"The maker movement has found a home in public libraries. Field leaders including public libraries in Chicago, Chattanooga, Houston, Louisville, and Toronto have built robust makerspaces, developed maker programming for a diverse range of patrons, connected community experts with library users for the purpose of sharing information, and fostered communities of practice.1 Characterized by open exploration, intrinsic interest, and creative ideation, the maker movement can be broadly defined as participation in the creative production of physical and digital artifacts in people's day-to-day lives. The maker movement employs a do-it-yourself orientation toward a range of disciplines, including robotics, woodworking, textiles, and electronics. But the maker ethos also includes a do-it-with-others approach, valuing collaboration, distributed expertise, and open workspaces. To many in the library profession, the values ingrained in the maker movement seem to be shared with the aims and goals of public libraries. However, critiques of the maker movement raise questions about current iterations of makerspaces across settings. This article highlights critiques and responses regarding the democratic nature of the maker movement, and in particular, the article analyzes ways librarians involved in a prominent public library maker program discursively construct making and maker programming in relation to the maker movement more generally.",2019
"Newman, Jess; Bonefas, Suzanne; Trenthem, Wendy",Creating capacity for digital projects A case study in identifying and building upon strengths,DIGITAL LIBRARY PERSPECTIVES,Social justice; Academic library; Digital collections; Community of practice; Archives; Public history,"Purpose - This paper offers a case study in creating capacity for digital initiatives at Rhodes College in Memphis, Tennessee through an exploration of the Crossroads to Freedom program, a decade-long digital public history initiative. At present, digital scholarship and preservation work falls under the purview of information services (IS), a merged information technology (IT) and library division and home to the digital preservation and scholarship (DPS) team. DPS is a multidisciplinary group of undergraduate students, IS staff and various internal and external partners. Design/methodology/approach - By exploring the evolution of digital projects at a small, liberal arts college, this paper will introduce readers to one dynamic path to cultivating capacity and support for digital initiatives within the confines of limited staffing and monetary resources. Findings - Topics and strategies include working effectively with community partners, leveraging existing strengths, building and sustaining a community of practice (CoP), integrating undergraduates as full staff members and navigating cultural change within the library and higher education more broadly. Originality/value - This paper demonstrates a decade of successful innovation and adaptation to the changing landscape of digital initiatives and the library's role in higher education that is rooted in community-centric commitment to social justice. Discussion of these strategies and theoretical frameworks should prove helpful to institutions looking to reimagine traditional approaches to digital archives and scholarship programs.",2018
"McDowell, Kate","Open Wide the Doors: The Children's Room as Place in Public Libraries, 1876-1925",LIBRARY TRENDS,,"The word place can mean both the physical brick-and-mortar and the concept of appropriate space, defined functionally. This article examines the language of children's place in public libraries from 1876 to 1925 in order to understand debates around the establishment of children's rooms. Debates over the proper place for children encompassed the establishment of practices allowing children to enter the doors of the building as well as the creation of physical children's rooms, although these rooms were policed in ways that restricted and defined their use. Examining the rhetoric of place and physicality illuminates some of the emerging cultural ideas about libraries as children's places, their purposes, and their limitations.",2014
"Shaw, Tamara",Doing their part: The services of the San Diego public library during World War II,LIBRARY TRENDS,,"As the United States was gearing up for war in 1940, San Diego, California, was one of the cities most affected by the increase in both military personnel and civilian defense workers. Confronted with a rapidly increasing population and a growing demand for information to support the aircraft and shipbuilding industries, the staff of the San Diego Public Library exemplified the important role that libraries played in educating citizens, building morale, and maintaining a sense of normalcy in a very uncertain world.",2007
"LaPierre, Suzanne S.; Kitzie, Vanessa","Lots of Questions about 'Fake News': How Public Libraries Have Addressed Media Literacy, 2016-2018",PUBLIC LIBRARY QUARTERLY,Fake news; media literacy; post-truthism,"This exploratory research investigates how American public libraries have addressed the issue of media literacy in their communities from 2016 to 2018, including programs, partnerships, and other initiatives. The authors selected this period because events, such as the 2016 U.S. presidential election, contributed to an increased national concern about media literacy. This study fills a research gap by providing a broader assessment of public library responses to this issue, as most of the published literature thus far stems from academic libraries. An electronic survey solicited data from both a stratified purposive sample and a self-selecting sample of public libraries throughout the United States (U.S.). Analysis of qualitative and quantitative data from sixty-five public libraries revealed several key themes related to media literacy initiatives, including types of initiatives developed, initiatives deemed most successful by staff, community response to initiatives, and reasons for not pursuing initiatives. Findings denote the current state of how public libraries address media literacy and offer practical guidance for those developing media literacy initiatives. Key findings are as follows: lack of staff time is the reason most often cited for not engaging in media literacy initiatives; more effective measurements are needed to assess both community needs and outcomes of library initiatives; fake news is a topic of interest in the community and among library staff; and there appears to be a relationship between staff interest in the topic and perceived interest on the part of the public, which may impact efforts to address the issue. Implications for practice resulting from those findings include engaging in initiatives that maximize service while minimizing staff time involvement; measuring and assessing community interests as well as outcomes of initiatives; using trending topics such as fake news to increase interest in library services; and continuing to increase staff awareness of and training in issues deemed important by the library community.",2019
"Jaeger, Paul T.; Yan, Zheng",One Law with Two Outcomes: Comparing the Implementation of CIPA in Public Libraries and Schools,INFORMATION TECHNOLOGY AND LIBRARIES,,"Though the Children's Internet Protection Act (CIPA) established requirements for both public libraries and public schools to adopt filters on all of their computers when they receive certain federal funding, it has not attracted a great amount of research into the effects on libraries and schools and the users of these social institutions. This paper explores the implications of CIPA in terms of its effects on public libraries and public schools, individually and in tandem. Drawing from both library and education research, the paper examines the legal background and basis of CIPA, the current state of Internet access and levels of filtering in public libraries and public schools, the perceived value of CIPA, the perceived consequences of CIPA, the differences in levels of implementation of CIPA in public libraries and public schools, and the reasons for those dramatic differences. After an analysis of these issues within the greater policy context, the paper suggests research questions to help provide more data about the challenges and questions revealed in this analysis.",2009
"Guajardo, Salomon Alcocer",Nonprofit public libraries and technical efficiency: An application of data envelopment analysis to technology-based outputs,LIBRARY & INFORMATION SCIENCE RESEARCH,,"Nonprofit public libraries (NPPLs) with technically efficient production functions attain greater program and service outputs per registered user in comparison to peers with less efficient production functions. An output-oriented nondiscretionary data envelopment analysis (DEA) model with variable returns-to-scale is used to assess the technical efficiency of 339 NPPLs in the United States (US) in attaining electronic-, physical-, and Internet-based program and service outputs. Based on the output-oriented DEA analysts, 46% of the NPPLs are technically efficient in producing program and service outputs per registered user. On average, US NPPLs are moderately inefficient in attaining their program and service outputs. The DEA analysis also reveals that the inefficient NPPLs should increase their electronic, physical, and Internet service levels per registered user to achieve technical efficiency as annual input levels are held constant.",2020
