author,title,publisher,keyword,abs,publish_year
"Bae, Chang-Sub; Kim, Young-Seok",A Study on the Development of Libraries by the Library Professionals’ Participation on Library Related Committees and Advocacy,Journal of Korean Library and Information Science Society,Library Administration Committee; Advocacy; Public Library; Academic Library; School Library,"Library professionals should do their best themselves to develop libraries in the diversified society of 21st century. This study suggests library professionals' participation on library related committees and advocacy to develop libraries. If library professionals participating on library related committees bring understanding of other committee members to the importance of the role of libraries and librarians, this effort results the development of an individual library and the all libraries in Korea. This study examines how to develop libraries by the library professionals' participation on the committees of public and academic libraries and school committees and advocacy.",2009
"Ro, Ji-Yoon; Noh, Younghee",A Study on Methods for Activating Libraries’ YouTube Channel,Journal of the Korean Society for Information Management,library YouTube channel; social media; content; public library,"The social media paradigm centered on videos continues to deepen due to the diversification of 5G devices, high-definition and immersive SNS. The purpose of this study is to propose various utilization strategies and measures through the analysis of the current status of YouTube channel operation and provided contents operated in public libraries. In this study, 44 libraries in Korea that have opened and operated Library YouTube Channel and 12 libraries that actively utilize library YouTube channels with more than 1,000 subscribers were surveyed for the current status of subscribers, views, video count data, and contents and delivery methods of Library YouTube Channel. Based on the analysis results, the library’s YouTube channel was proposed to utilize the library’s YouTube channel, 1) to secure the specificity and purpose of the library’s YouTube channel, 2) to promote and enhance access to the YouTube channel, 3) to improve the YouTube channel to user-friendly interface, 5) to plan and provide library expertise and educational contents, 6) to operate the integrated YouTube channel, and 7) to provide user-based content.",2020
"Kim, Youngkee; Chang, Durk-Hyun; Lee, Yongjae",A Study on the Organizational Structure and Operational Plans of Local Government Representing Library - with a Reference to the Library of Busan -,Journal of Korean Library and Information Science Society,Library planning; Local government representing library; Library management; Public library; Library policy,"The objective of this study is to present the organization and management plan for the new main library in Busan metropolitan city. The characteristics of the Busan Library was defined as follows: stronghold library of Busan, policy and research library, and research hub for Busan studies. The five core functions of the library are to be library policy making, support and collaboration, preservation, information services, and administrative support. In order to fulfill the duties and the roles of the library, it has been suggested to maintain 4 departments along with 1 team including the department of library policy, the department of support and collaboration, the department of information services, the department of administrative support, and the preservation team. It has also been suggested to secure proper number of personnel including 43 staff members for the opening of the library, which consist of 10 administrative staff, 31 librarians and 2 computer specialists. The annual operating budget has been estimated to 4.33 billion won including labor cost (1.53 billion won), acquisitions (.735 billion won) and, other operating cost (2.13 billion won).",2015
"Yoon, Hee",Change of Paradigm and Techniques in Library Management,Journal of Korean Library and Information Science Society,New Public Management; Public Library; Library Paradigm; Library Management Paradigm; Library Management Technique,"In the knowledge economy era, the library must guide the further distribution and an extension of knowledge and information. It implies the fact that the optimal management of library is important and becomes the precondition. And there is a necessity which tries to observe its vertical and horizontal spectrum. This research analyzed the complexity of library management environments, diversification of management paradigms and techniques and its recently trends based on the theories of new public management and administrative reforms of the advanced nations.",2007
"Yoon, Cheong-Ok; Dong-Chul, Kwack; 심경",A Study on the Definitions and Characteristics of the Information Poor,Journal of the Korean Library and Information Science Society,library service; the information poor; public libraries; library development strategies,"The purpose of this study is to analyze the current states and characteristics of the information poor related to library and information services in Korea. This study aims to help libraries and the related authorities understand better the information poor and develop strategies customized with the specific needs of various subgroups, by examining the definitions of major terms from laws, regulations and literatures.This study confirms that most of the information poor have more than one disadvantage, and each subgroup has its own uniqueness and diverse subgroups. It also emphasizes that libraries should take into consideration their uniqueness and multiple difficulties, and develop more user-centered library and information services in order to resolve the information gap.",2012
"Chang, Durk-Hyun",A Descriptive Study on the Collection Development Processes in Small Libraries,Journal of Korean Library and Information Science Society,Small Library; Collection; Collection Development; Collection Management; Public Library,"This study attempts to investigate the current stage of collection development process in small libraries through case study to eleven small libraries in Yeongnam region. Library collection is the primary element of a library and collection development is the starting point of librarians' duty. The researcher recognized the problems observed in collection development process in the case small libraries and discovered the widespread obstacles restraining the future development. Through the visits and observations, aging book collections, lack of diversity in the form of materials acquired, imbalance in subject distribution, and the imbalance in circulation are identified. Suggestions are to be added: collection development duty can not be fulfilled without proper support by local governments. While small libraries penetrate into peoples' territory, Public libraries should seek to enhance and improve their service orientation as well as a cooperative network with these small libraries.",2011
"Park,, On-Za",A Study on the Special Collections of the Public Libraries in USA and Korea,Journal of the Korean Library and Information Science Society,,"There are many famous, well-known special collections built with unique and valuable materials in the libraries all around the world. These special collections are very important for the public and especially for the researchers. Digital access and the Web have altered the landscape of special collections and allowed increasing numbers of users to locate and access rare and valuable materials of special collections. This change has also affected libraries with the responsibility of building and managing special collections. The goal of this paper is to provide readers with insight into the culture of the special collection and to suggest good ideas for public libraries to build their special collections by introducing the special collection building cases in USA and Korea through investigating the public library websites.",2006
"Choi, Sanghee; Joung, KyoungHee; Lee, Hosin，",Librarians’ Perception on the Service of Cinematographic Works in Libraries and Copyright,Journal of the Korean Society for Information Management,cinematographic works; public performance; copyright; public libraries; academic libraries; librarians’ perception,"Cinematographic works are crucial for libraries as a part of their collections. Especially public libraries provide a variety of programs associated with cinematographic works. Copyright law considers the use of cinematographic works as a type of public performance and restricted it under certain conditions such as the released date. In addition, copyright agency challenged libraries to pay fees for cinematographic works released within 6 months. At this point, this study investigated the perception of librarians on cinematographic works and copyright issues. 292 librarians in public and academic libraries answers the questionnaire form May 8th to June 7th, 2013. In result, librarians consider services of video works as a important part of library services. They are also conscious of the exception conditions for copyright law for cinematographic works provided by library services. Furthermore, even though librarians are aware of copyright issues, they show the negative response to copyright fees for playing cinematographic works in the libraries.",2013
"Kim, Hong-Ryul",The Recognition of Librarians about Roles of Regional Central Library,Journal of Korean Library and Information Science Society,Regional Central Library; Public Library; Library Cooperation; Librarian's Recognition; Library Act,"Regional central library have to reflect the characteristics of the each region. And it must to set priority the various tasks. The purpose of this study is to investigate and analyze the librarian's recognition about roles of regional central library for support to the local libraries. As a result, librarians was recognized the direction of library policy and cooperation between the local libraries as the most urgent task. Also, librarians was considered the educational and cultural programs and interlibrary loan as the top task to perform in the future. The results is very useful in deciding contents of library cooperation and establishing of the Library Policy.",2009
"구본진; Chang, Durk-Hyun; Lee, YeonOk",A Study on the Structural Characteristics of Collaborative Network of Multicultual Agencies : with a Special Reference to Busan Area,Journal of Korean Library and Information Science Society,Multicultural library; Public library; Multicultural agency; Network analysis,"This study attempts to analyze the structure of collaborative network among multicultural agencies in Busan area. The survey was conducted with such agencies as multicultural family support centers, regional government offices, public libraries, social welfare centers, and other NGO-supported agencies, in order to analyze the structural features of the network. The results of the study indicate that cooperative networks are hardly in action except for the one among agencies which share their function, roles, and characteristics in common, that regional government offices and multicultural family support centers have high density networks with other agencies and performed major roles. Public libraries, however, only collaborate with other libraries, or did not participated in the networks, which indicates that endeavors of public libraries to cooperate with other multicultural agencies is needed.",2015
김영석,Bookstart in the UK: its operation and significance - A case study of Bookstart in Sheffield -,Journal of the Korean Library and Information Science Society,Bookstart; Public Library Services; Reading; Baby Reading,"Bookstart is a gifting project, which aims to provide free books to babies in order to promote the idea of early book sharing and to develop a life long love of books. Bookstart was initiated in the UK in 1992 by the independent charity Booktrust in co-operation with Birmingham Library Services, South Birmingham Health Authority and Birmingham University School of Education. The idea of Bookstart has begun to spread not only to Korea but also to other countries. Bookstart in Korea is due to actively operate in many local governments. Therefore, many library researchers, scholars and professionals, council officers and ordinary people who are involved in Bookstart in Korea are urgently looking for materials on Bookstart in the UK. Consequently, this study examines Bookstart in the UK and the main aims of this study are: to produce results applicable to the successful operation of Bookstart in Korea; to give Bookstart-related people an understanding of many aspects of the operation of Bookstart; and to provide ideas and information on the operation of Bookstart in Korea. In order to obtain useful data, the researcher used a questionnaire and interview method and reviewed the literature. The study revealed that Bookstart in the UK aims not only to promote babies’ interest in books and reading but also to improve family relationships and to tackle social exclusion.",2004
"Kim, Yonggun",Library Issues Reported on Press Release,Journal of Korean Library and Information Science Society,Press Release; Public Library; Research Library; School Library; Reading Movement,The purpose of this study is to analyse of library issues on press release. Special editions issued in the feature articles were analysed. The results of this research can be used for improvement of library services and publicity of library activities.,2007
"Park, hyejin; Noh, Younghee; Choi, Man-Ho",A Study on the Recognition of librarians on the Education of Library Space Planning,Journal of the Korean Biblia Society for Library and Information Science,Public Library; Library Space Composition; Librarian Education; Space Composition Planning,"This research is aimed at contributing to the education related to library space planning by carrying out a questionnaire survey on the recognition of libraries related to the education related to library space planning and supporting libraries in charge of library space planning through the result analysis. The following is a report on the direction and improvement of education based on a survey on the impact on subjects related to library space planning. First of all, education on library space planning should be centered on practical work of space planning. Second, the participation of librarians in the planning process of library space must be considered important for smooth communication with users and experts. Third, it is expected to be necessary to plan education methods and curriculums related to the planning of library space according to the size and budget of the library. Fourth, active public relations regarding library space planning education is necessary. The active promotion of library space education will emphasize the participation and necessity of librarians in space practice, and further contribute to the operation of libraries and the provision of library services to users.",2020
"Kim, Jeewan; Chung, Yeon-Kyoung",A Historical Study on the Children’s Libraries in Korea During the Period from 1945 to 2002,Journal of the Korean Library and Information Science Society,Children’s Library; Public Children’s Library; Children’s Small Library; Public Library Children’s Room,"The purpose of this study is to examine and analyze the development process of Korean children’s libraries from 1945 to 2002. The development process of Korean children’s library is divided into stages as follows. First, the preparation period (after colonial liberation in 1945~1976) is the time when library services for children were started, focusing on children’s rooms in public libraries. The children’s libraries were not recognized enough to be established. Second, the growing period (1977~2002), was primarily aimed at providing library services to children. In this period, the children’s libraries were mainly established in the private sector rather than the public sector.",2019
"Ko, Young Man; Shim, Wonsik",A Critical Review of Research on the Economic Valuation of Libraries,Journal of the Korean Library and Information Science Society,Library Valuation; Economic Value of Library; Economic Valuation; Public Library; Academic Library,"The value of the library has always been recognized positively. Economic valuation of libraries and their services uses a concrete methodology that enables the quantification of library value and communication of said value among library stakeholders. This paper presents a comprehensive review of literature on economic valuation of the library based on a total of 89 studies conducted over the last quarter-century. Research on library valuation began in the mid-1990's with the formal exploration of the value of public libraries from a theoretical point of view. In the 2000's, various theories and methodologies were reviewed and put into actual measurement studies. The comprehensive review and analysis point to the need for the development of consistent and reliable set of methods, which will facilitate further application of methods and comparison of results.",2011
김종찬,A Study on Correlation between Work Environment Factors and Job Satisfaction of Librarians Working in Different Types of Libraries,Journal of Korean Library and Information Science Society,Librarians; Job satisfaction; Work environment; University libraries; College libraries; Public university libraries; Public libraries,"In this study, libraries of national and public universities, libraries of private universities, libraries of colleges, public libraries of local governments were selected to measure, compare and analyze the differences in job satisfaction of librarians working in different types of libraries. As for measurement items, 10 factors for job satisfaction were chosen. In doing so, this researcher compared and analyzed the overall job satisfaction and work satisfaction, employment satisfaction, satisfaction with promotion system, satisfaction with work distribution, satisfaction with payment system, satisfaction with service system, satisfaction with facility environment, satisfaction with educational training, satisfaction with welfare system, and satisfaction with personal relations. The results of the analysis on job satisfaction with each factor by librarians working in different types of libraries are presented as follows. First, the overall job satisfaction value of the librarians was 3.940, which means relatively high satisfaction, and in terms of a type of library, libraries of private universities showed the highest value , and the next ones were found to be libraries of colleges, public libraries and libraries of national and public libraries.Secondly, regarding the ranking of the overall satisfaction with the selected 10 job satisfaction factors by different types of libraries, educational training was found to rank the highest, and the next ones were surveyed to be the job, the service system, the personal relations, the employment system, the work distribution, the facility environment, the payment system, the welfare system, and the promotion system.",2012
"Lee, Heung Youn; Kim, Young-Seok",A Study on the Operation of the Public Lending Right System,Journal of Korean Library and Information Science Society,Public lending right; Public library; Copyright law; Library loan service,"This study aims to analyze in depth the operation of the Public Lending Right(PLR) system that is implemented in 34 countries in the world in order to propose the ideal operation of PLR system.The PLR system is that authors receive payment because they lose the sales opportunities due to the loan of their books by libraries. Among 34 countries implementing the PLR system, 31 are European countries and 20 countries enforce the copyright law for the operation of the PLR system. Fund for the PLR is financed by the budget of the central government in 25 countries and payments are made on the basis of loans data in 20 countries. Writers, illustrators, translators are eligible to receive payments in many countries. 17 countries provide payments to the authors who have contributed to books lent out by libraries.",2015
"Park, Jiyoung; Kim, Giyeong",The Effect of Library and Local Characteristics on Multicultural Awareness of Library Users,Journal of the Korean Biblia Society for Library and Information Science,Public Library; Multicultural Awareness; Cultural Diversity; Library Multicultural Service,"To resolve the problem that multicultural people in Korea suffer from difficulties especially with prejudice and discrimination, it is necessary to raise the cultural diversity in communities in Korea through cultivating multicultural awareness among non-multicultural people. In this vein, public libraries, as cultural exchange institutes, can affect multicultural awareness of the people. This study investigated how characteristics of public libraries and their local communities are related to the users' multicultural awareness.The study found that multicultural awareness of library users was significantly influenced by the characteristics of public libraries but not by the characteristics of communities. It is suggested that public libraries should consider cultural diversity on overall library services for their general users to support their multicultural awareness.",2017
김용근,Library Issues Stated in the Librarians' Proclamations,Journal of Korean Library and Information Science Society,Proclamation; Recommendation; Contracting Out; Outsourcing; Public Library; School Library,"This paper analyzed the contents of librarians' proclamations, recommendations and official letters stated on the library issues. Library issues included contracting out, outsourcing and name changes of public library. The background information on these issues was also analyzed and the research papers were studied to find out solutions of the issues.",2006
김수진; KimYouseung,A Study on the Itinerant Librarian at Small Libraries,Journal of the Korean Biblia Society for Library and Information Science,Public Library; Librarian Job; Itinerant Librarian; Small Library; Cooperative System,"Since 2010, the itinerant librarian project has aimed to support small libraries and to establish cooperative systems between public libraries and small libraries. However, the project has been criticized for several issues, although there are some positive evaluations. In this context this study aims to analyze various issues of the project and to provide alternative strategies. Based on analyzing previous studies the study discusses the concept and social background of itinerant librarians. Furthermore, it explores the issues of the project, including low awareness and employment instability of itinerant librarians through the interviews with participants of the project. As a result, the study provides six alternative strategies to improve the project.",2014
"Song, Giho",A Study on Building Integrated Supervision Organizations of Reading and Libraries Under City and Provincial Education Offices in Korea,Journal of the Korean Library and Information Science Society,Supervision; Integrated Supervision Organizations; Reading Education; School Libraries; Public Libraries,"The nature of supervision is to improve the quality of school education by assisting the teaching activities of teachers and development of a learning community. The school library should be considered a classroom, and should offer library-assisted instruction and information literacy through collaboration between the teacher librarian and subject teachers. Therefore, it should be under the systematic and settled supervision of school library experts. However, analysis shows school library-related divisions have carried out administrative supports in the 16 city and provincial education offices. It is necessary to seek a new supervision system in order to develop and support the education of teacher librarians and the educational value of school libraries. This study suggests The Reading and Library Section which integrates reading in school and public libraries as an independent division in municipal and provincial offices of education.",2011
"Yoon, Hee; 김지홍",Analysis of Children's Services and Children's Librarian Jobs in Domestic and Foreign Libraries,Journal of the Korean Library and Information Science Society,Library Management; Public Library; Library Service for Children; Children's Librarian; Job Analysis,"This paper is a preliminary study to develop the standard job model for strengthening children services in Korean public libraries. To do so, the researchers reviewed and analysed the current status, features, and job of children's services of sample public libraries in the United States, United Kingdom, Japan, and Korea. As a result, library management, development and preservation of childrens' materials, technical services and database management, public services, program services related to book and reading, cooperation activities with the relevant agencies and facilities revealed as a key job of children's librarian. Based on these results, subsequent research will be to develop a standard job model for children's services of public library in Korea.",2008
"Kim, Jong Sung",A Study on the Problems and Principles of the School Library Opening Policy,Journal of the Korean Biblia Society for Library and Information Science,School Library; School Library Opening Policy; Cooperation of School and Public Libraries,The purpose of this study is to make an inspection of the School Library Opening Policy. Some problems show the policy is not only ineffective but also disadvantage to the development of school libraries. The writer suggested three principles and critical strategies for the successful implementation of the School Library Opening Policy.,2010
"Park, Seohyun; Kim, Giyeong",The Relationship between Relational Benefits and Library Trust & Perceptions of Public Libraries,Journal of the Korean Society for Information Management,relational benefit; library trust; librarian trust; library perception; library satisfaction,"Many for-profit and not-for-profit organizations’ service provider can affect customers’ perceptions of the organization based on the relationship between the customers and the organizations. This study aims to identify the relational benefits in libraries, and analyze the relationship between relational benefits and library trust and perception using a questionnaire. As a result, public library customers realize relational benefits with librarians. And these relational benefits affect library trust and perception. This study is meaningful in that it focuses on the relationships in libraries for the first time, which can contribute to the positive perceptions of customer-librarian relations.",2017
김용; 김태경,A Study on Service Modeling for IR Agency Service in a Public Library and Its Expectations,Journal of the Korean Library and Information Science Society,,"With the developments in the areas of IT and internet, the portal sites have provided a variety of services. The explosive growth of portal sites based on IR services has a great influence on information services and types of information provided typically by libraries. Because of various and useful information services, information users consider portal sites as a more useful information resource. With the user's changes in information resource, the portal sites can be a threatening competitor to libraries as a information resource. To deal successfully environmental changes around libraries, IR agency service can be best solution. IR agency service is a sort of more advanced and expanded information services for information users who can not connect to internet or has no skill on IT area. In this paper, information users' opinion on their internet using behavior and IR agency service was collected and analyzed. Based on the result of survey, this paper proposes how to provide IR agency service and its expecting effect for libraries, especially public libraries.",2006
"Kwon,, Eun-Kyung; Kim, Jong Sung",An Analysis on the Tasks of a School Library Support Center: A Case Study of JungBu Public Library of Ulsan Metropolitan City,Journal of Korean Library and Information Science Society,School Library Support Center; School Library Policy; Cooperation of School and Public Libraries; Teacher Librarian,"The purpose of this article is to propose the functions of the School Library Support Center of the Ulsan Metropolitan City. The findings are based on the 2009 and 2010 statistics of the school libraries in the Ulsan Metropolitan City, and a questionnaire survey that was conducted for teacher librarians and the class teachers who manage their school libraries without a Library Science degree. The proposed tasks of the School Library Support Center fall into two categories: administrative and practical. Administrative tasks include assigning teacher librarians to schools, expanding library resources, and establishing an integrated supervision system for both school libraries and student reading programs. Practical tasks include developing educational programs, informing library program providers to school, and public relations programs about the Center's services.",2010
"Lee, Jongwook; Bak, Hyerin",An Analysis of 3D Printer Use Policies with a Focus on the Best Practices of Libraries in the United States,Journal of Korean Library and Information Science Society,3D printer; Public library; Academic library; Makerspace; Use policy,"Libraries both in South Korea and abroad have been adopting 3D printers and related service. This indicates the need for documented 3D printer use policy to facilitate the service. This study investigates 3D printer use policies of libraries in Korea and best practices of the United States, and suggests contents for 3D printer use policies in Korea. The finding shows that Korean libraries with 3D printers did not have systematic and documented 3D printer use policies. After conducting content analysis of 16 best practices of 3D printer use policies from libraries in the United States, the authors identified five themes (purpose, users, procedures, limitations of use, and liability) and 21 sub-themes. The findings are informative for Korean libraries to develop 3D printer use policies and to understand various considerations in implementing 3D printer services.",2019
"Kim, Hong-Ryul",Analysis and Solution of Small Libraries in Jeon-buk Province,Journal of Korean Library and Information Science Society,Small Library; Public Library; Jeon-buk Province; Digital Divide,"Recently, small libraries have greatly increased by the support and interest of the central, or local government. Since 2004, 47 small libraries were established in Jeon-buk province. These libraries are equipping a new facility and collection with their support. Nevertheless, they still have many problems in operating process. This is causing degradation of the quality level of information service for local residents, further, this becomes the obstacle which solves a information divide and improves the cultural welfare. the purpose of this study is to analyze the status of small libraries in Jeon-buk province, and then, to propose solutions to problems.",2010
"변회균; Cho, Hyun-Yang",A Study on the Using of Social Network Services of Libraries in Korea,Journal of Korean Library and Information Science Society,Social Network Services. SNS; University Library; Public Library; Special Library; School library,"This study aims to examine the case of using the social network services in the korea library, and then search the type of social network services and the status of it's introduction. It is used to the study of the introduction and the invigoration of social network services on the compatible library. First, we extracted the list of four type's high level management libraries from 2010 to 2012. Second, we examined the website's homepage of the list of 32's university library, 41's public library, 40's school library, 9's special library. Third, the result of analysis identified the feature and difference of the using the social network services of these libraries. Fourth, on the base of the result, it suggested some items of introduction's issue and the directions of future research.",2013
김선이; 김윤섭,A Plan for Opening the University Libraries as the Central Axis of Learning Function,Journal of the Korean Biblia Society for Library and Information Science,University Libraries; Public Libraries; School Library Media Centers; Opening Community; Life-long Learning,"The expectation and the role for the university are rising due to the national competitiveness and change of environment in higher education in the knowledge based society, and the role to realize the effective lifelong study is also underlined in lifelong study society. And the social awareness is also diffused that the university should share the specialized substantial information resource with the community, and ensure the access right to knowledge and information to local inhabitant. Like this, the roll as an information center that the university can develop the local society as the component of the community according to the diffusion of lifelong study and the change of civic awareness. To check the open state of university libraries to community, this study surveyed and analyzed the open state of 4-year-course university libraries in Seoul and Gyoenggi region. On this base, this study emphasized that the university should open its libraries and positively offer the abundant specialized data of university libraries to the local residents. And this study suggested the way that the university libraries can cooperate connecting with the local public libraries and the school libraries as a positive service way of university libraries. Also this study accentuated that the university libraries should establish an open-door policy of its libraries and enlarge the service for the local residents by using the university conditions to maximum with the positive support of the university libraries of government and the university’s bureaucracy.",2011
"Kwak, Chul-Wan; Noh, Younghee",A Study on the Cooperative Network Systems Among the Children’s Librarians,Journal of Korean Library and Information Science Society,Children’s Librarians; Cooperative Network Systems; Public Library; Children's Library,"Today, the importance of library services for children is well acknowledged by many. The children’s rooms of the public library in addition to the children’s library must be the place where the community’s young ones grow up and learn to give back to their society. Also, the libraries are a life-long source of education. However, not all of the public libraries in our country have librarians specialized in children and young adults. The lack of specialized librarians prevents the public libraries from keeping up with the rapid change of society, which in turn prevents the libraries from meeting children’s needs for information, culture, and recreation. The purpose of this research has two goals in mind. The first objective is to find out how to effectively build cooperative networks that will help the children’s librarians of both public and children’s libraries to better serve the children. The second objective is to solve any problems the librarians may encounter while serving the children by studying the formal and informal contents of the cooperative networks, and identifying which areas are in need of these cooperative networks.",2008
"Kang, Pil Soo; Choe, Si-Nae; Seung-Jin, Kwak，",A Study on the Development Plan for the Activation of Library One Service,Journal of the Korean Library and Information Science,Interlibrary Cooperation; Regional Central Library; Public library; Small library; Korean National Library; Library One Service,"In this study, to set the direction of improvement and development Library One Service, a current status survey was conducted for regional centers and libraries participating in Library One Service, and satisfaction surveys were conducted for users. As a result, it confirms that the user had a positive perception of the Library One Service, but there were various considerations and service improvements from the user and manager side. In particular, the need to solve the problem of instability in the middleware server and to revise the regulations, and to expand the user service and support practical work was confirmed. So, this study proposed to improve the function of the Library One Service, provide new services, support policies such as revision of regulations and related guidelines, and provide practical support for a service operation. Through this study, it expects to be able to present a road map for mid- to long-term development of Library One Service.",2020
"Kwon, Nahyun; 표순희; Lee, Jungyeoun",Measuring Library User Satisfaction using the Public Consumer Satisfaction Index (PCSI),Journal of the Korean Library and Information Science Society,National Assembly Library; User Satisfaction Index; Public Consumer Satisfaction Index(PCSI); Library Performance Evaluation,"The purpose of this study was to design a PCSI model that can be applicable to measurement of library user satisfactions, which can be used in evaluating organizational performance. The National Assembly Library (NAL) was selected as a case to design a PCSI-based model and to test the model by conducting a self-administered survey of 341 internal and external library users. The model was validated to have a satisfactory model fit. Fitting the model, the study confirms that the service qualities of the NAL affect user satisfactions, which in turn affects organizational performances. The PCSI score of the library was 80.4, which can be used as a useful index that can compare the library’s performance with other organizations in the similar public domain. Major contributions of this study are two-fold: the PCSI-based model proposed in this study provides a theoretical basis that assesses organizational performance of libraries via user satisfaction; and libraries can utilize the model as a management tool to assess the organizational performance from the user perspective.",2018
정윤; ChangWookwon,A Study on the Improvement Plan and Perception of Librarian about U-Library Service,Journal of the Korean Biblia Society for Library and Information Science,Ubiquitous; U-library Service; Public Library; Librarian’s Perception; Local Government Library,"In this study, the operation condition of the U-library services is identified, and after confirming if there is any difference in the recognition from librarians, based on the results, the U-library services explore ways improvement plan to be operated reasonably. This study selected 10 local governments supported of the Ministry of Culture was performed in U-library services as a subject of study. Whether is any difference in the perception of librarians were measured according to demographic factors of librarians, presence or absence of work independency, employment pattern difference of librarians mainly operating U-library service as U-library services operating difference. For this study, united research methods (survey, visit, phone call) were used.",2014
"Lee, YeonOk",A Study on the Roles and Development of Professionalism of Children's Librarians,Journal of Korean Library and Information Science Society,Children'S Librarian; Children Library; Public Library; Continuing Education; Curriculum,"This study is arguing about the development of professionalism of children's librarians. For this, I investigated the conditions of operation in the course of library and information science and continuing education related to the training of children's librarians. Furthermore, I analyzed their problems. After this, I suggested the methods for the development of professionalism of children's librarians.",2005
"Yoon, Hee",The Wrong Path and the Right Path of Library Policy in Local Governments: Focusing on the Establishment of a Library Foundation,Journal of the Korean Library and Information Science Society,Public Library; Library Policy; Library Foundation; Library Outsourcing and Contracting-out; Identity and Publicness of Library,"The public library is the local centre and gateway of knowledge and information. Therefore, the library should be funded and operated by local government and the governing body will be responsible for matters of policy of the library. However, recently public libraries in Korea have faced enormous policy challenges such as the damage of its identity, outsourcing or contracting-out of management, and the general chaos of its administrative system. This paper aims to analyze the current level of infrastructure and policies of public libraries and to review the wrong path and the right path of library policies focused on establishing a library foundation and outsourcing library management in Seoul and Incheon.",2010
"Noh, Younghee; youngji, Shin; Kwak, Woojung",A Study on the Users’ Recognition of the ISA Based Specialized Library Operation,Journal of the Korean Society for Information Management,specialized library; public libraries; recognition of users and librarians; awareness comparison,"The purpose of this study is to investigate the status of specialized services, user experience, and the overall satisfaction for the specialized library users, and based on the ISA method, compare the specialized theme data, specialized service place, specialized program, specialized theme area facilities and environment, and derive issues of the specialized library operation and improvement measures. Consequently, first, when selecting the theme of the specialized library, the theme ought to be selected to reflect the regional characteristics, history and demographics of the library, and the demand survey of the local residents and library users would need to be considered. Second, when planning the specialized program, the specialized library ought to consider operating differentiated programs based on the program operator who has the expertise to improve the quality of the program. Furthermore, sufficient theme related books and space must be secured, and moreover, the program must be planned in connection with the book collection. Third, the specialized library should be so structured as to ensure that the space may serve specialized themes provided by the library in order to provide specialized collections, services, and information services for the users. In addition, reflecting the needs of the users in designing the space must be considered.",2019
"Noh, Younghee; youngji, Shin; Kwak, Woojung",A Study on Activation Plan of the Perception Survey Foundation for Specialized Library Librarian,Journal of the Korean Biblia Society for Library and Information Science,Specialized Library; Public Library; Recognition of Librarians; Importance-Satisfaction Analysis; ISA,"This study was carried out on specialized library librarians to investigate the status and overall satisfaction of specialized services and to compare the degree of importance and satisfaction of specialized subject data, specialized service places, specialization programs, specialized subject area facilities and environment based on ISA technique in order to derive problems and improvement measures for the operation of specialized libraries. As results, first, it was found that a specialized library subject should be selected based on the characteristics, history, and resources of the library location as well as based on the demand survey of the local residents and users. Second, based on the appropriate program type of specialized subject and the results from users’ demand surveys, specialized libraries should develop different types of experience-type, lecture-type, view-type and the likes. Third, specialized library space types can be divided into integrated type, independent-in-integration type, and independent type. Even though it is most ideal to provide independently specialized space, the space must be constructed considering the circumstances and subject of specialization of each library. Fourth, specialized libraries should have at least one dedicated specialist in the corresponding subject. Dedicated specialists should provide lending and reference services related to the specialization such as tidying, browsing, reading and operating specialized programs. And a dedicated specialist must be an expert in the specialized subject and also a librarian who is responsible of the general library operation.",2018
"Kwak, Chul-Wan",An Analysis of the State Library Services in the United States,Journal of the Korean Library and Information Science Society,Regional Library; State Library; State Library Service; Public Library Support; Regional Information Center,"The purpose of this study was to investigate the state library services in the United States in order to consider what services are needed for regional libraries in Korea. The data were collected from library statistics and library web pages. The analyses particularly focused on examining the residental service and library service of state libraries. The analyses revealed that the state libraries provide funds, services, and training to local libraries, but the service levels are varied among states. State libraries provide state historical information and genealogy information to residential users, and focus on the information needs for handicapped people. Based upon the analysis of U. S. state libraries, Korea regional libraries would provide services different from local public libraries. Also, regional libraries would be operated based upon the regional characteristics.",2007
